timestamp,value
2015-08-09 11:39:00,73
2015-08-09 11:44:00,62
2015-08-09 11:59:00,66
2015-08-09 12:19:00,69
2015-08-09 12:24:00,65
2015-08-09 12:27:00,76
2015-08-09 12:32:00,65
2015-08-09 12:46:00,62
2015-08-09 12:51:00,61
2015-08-09 13:01:00,65
2015-08-09 13:21:00,68
2015-08-09 13:26:00,66
2015-08-09 13:31:00,67
2015-08-09 13:36:00,65
2015-08-09 13:41:00,67
2015-08-09 13:46:00,67
2015-08-09 13:56:00,69
2015-08-09 14:11:00,68
2015-08-09 14:16:00,68
2015-08-09 14:21:00,67
2015-08-09 14:46:00,66
2015-08-09 14:51:00,68
2015-08-09 15:16:00,69
2015-08-09 15:21:00,65
2015-08-09 15:26:00,70
2015-08-09 15:29:00,66
2015-08-09 15:41:00,65
2015-08-09 16:15:00,64
2015-08-09 16:31:00,66
2015-08-09 16:36:00,69
2015-08-09 16:41:00,64
2015-08-09 16:56:00,69
2015-08-09 17:11:00,65
2015-08-09 17:16:00,68
2015-08-09 17:21:00,67
2015-08-09 17:26:00,69
2015-08-09 17:31:00,66
2015-08-09 17:36:00,69
2015-08-09 17:41:00,66
2015-08-09 17:46:00,65
2015-08-09 17:51:00,66
2015-08-09 17:56:00,65
2015-08-09 17:57:00,64
2015-08-09 18:36:00,70
2015-08-09 18:46:00,69
2015-08-09 18:51:00,66
2015-08-09 18:56:00,68
2015-08-09 19:06:00,71
2015-08-09 20:11:00,63
2015-08-09 20:31:00,67
2015-08-09 20:41:00,62
2015-08-09 20:51:00,64
2015-08-09 21:01:00,59
2015-08-09 21:06:00,65
2015-08-09 21:31:00,58
2015-08-09 21:41:00,64
2015-08-09 22:31:00,63
2015-08-09 22:41:00,66
2015-08-09 23:16:00,66
2015-08-09 23:31:00,60
2015-09-09 00:06:00,57
2015-09-09 01:16:00,58
2015-09-09 07:34:00,69
2015-09-09 09:20:00,70
2015-09-09 09:58:00,66
2015-09-09 10:23:00,68
2015-09-09 10:33:00,65
