timestamp,value,anomaly_score,label,S(t)_standard,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate
2014-04-01 00:00:00,20.0,0.13736273278930622,0,-0.11,-0.22,-0.11
2014-04-01 00:05:00,20.0,0.1063751664525861,0,-0.11,-0.22,-0.11
2014-04-01 00:10:00,20.0,0.07827888850166315,0,-0.11,-0.22,-0.11
2014-04-01 00:15:00,20.0,0.0535239045300987,0,-0.11,-0.22,-0.11
2014-04-01 00:20:00,20.0,0.06116663382052634,0,-0.11,-0.22,-0.11
2014-04-01 00:25:00,20.0,0.03403080933781727,0,-0.11,-0.22,-0.11
2014-04-01 00:30:00,20.0,0.02602318852187064,0,-0.11,-0.22,-0.11
2014-04-01 00:35:00,20.0,0.020868140737136942,0,-0.11,-0.22,-0.11
2014-04-01 00:40:00,20.0,0.019513029570222332,0,-0.11,-0.22,-0.11
2014-04-01 00:45:00,20.0,0.01819452913198294,0,-0.11,-0.22,-0.11
2014-04-01 00:50:00,20.0,0.01753356864517186,0,-0.11,-0.22,-0.11
2014-04-01 00:55:00,20.0,0.017192128609776203,0,-0.11,-0.22,-0.11
2014-04-01 01:00:00,20.0,0.016328004736195556,0,-0.11,-0.22,-0.11
2014-04-01 01:05:00,20.0,0.015954935343767296,0,-0.11,-0.22,-0.11
2014-04-01 01:10:00,20.0,0.015896387064675718,0,-0.11,-0.22,-0.11
2014-04-01 01:15:00,20.0,0.015254406069668325,0,-0.11,-0.22,-0.11
2014-04-01 01:20:00,20.0,0.014766876473480572,0,-0.11,-0.22,-0.11
2014-04-01 01:25:00,20.0,0.014566609794185613,0,-0.11,-0.22,-0.11
2014-04-01 01:30:00,20.0,0.01423852706808054,0,-0.11,-0.22,-0.11
2014-04-01 01:35:00,20.0,0.013763365592941168,0,-0.11,-0.22,-0.11
2014-04-01 01:40:00,20.0,0.008365182896278356,0,-0.11,-0.22,-0.11
2014-04-01 01:45:00,20.0,0.008165447006081959,0,-0.11,-0.22,-0.11
2014-04-01 01:50:00,20.0,0.008086767385552251,0,-0.11,-0.22,-0.11
2014-04-01 01:55:00,20.0,0.008049192618279022,0,-0.11,-0.22,-0.11
2014-04-01 02:00:00,20.0,0.008085475296551181,0,-0.11,-0.22,-0.11
2014-04-01 02:05:00,20.0,0.00800982364709768,0,-0.11,-0.22,-0.11
2014-04-01 02:10:00,20.0,0.007986929711910673,0,-0.11,-0.22,-0.11
2014-04-01 02:15:00,20.0,0.007972255401138441,0,-0.11,-0.22,-0.11
2014-04-01 02:20:00,20.0,0.008027031472631785,0,-0.11,-0.22,-0.11
2014-04-01 02:25:00,20.0,0.007960469234534029,0,-0.11,-0.22,-0.11
2014-04-01 02:30:00,20.0,0.007953527441751762,0,-0.11,-0.22,-0.11
2014-04-01 02:35:00,20.0,0.007931155423015201,0,-0.11,-0.22,-0.11
2014-04-01 02:40:00,20.0,0.007910438667204645,0,-0.11,-0.22,-0.11
2014-04-01 02:45:00,20.0,0.007912781142742686,0,-0.11,-0.22,-0.11
2014-04-01 02:50:00,20.0,0.007874239771955449,0,-0.11,-0.22,-0.11
2014-04-01 02:55:00,20.0,0.007872972095167963,0,-0.11,-0.22,-0.11
2014-04-01 03:00:00,20.0,0.007870243612524863,0,-0.11,-0.22,-0.11
2014-04-01 03:05:00,20.0,0.007840624847926747,0,-0.11,-0.22,-0.11
2014-04-01 03:10:00,20.0,0.00783604765513668,0,-0.11,-0.22,-0.11
2014-04-01 03:15:00,20.0,0.007809274412511612,0,-0.11,-0.22,-0.11
2014-04-01 03:20:00,20.0,0.007803449023478405,0,-0.11,-0.22,-0.11
2014-04-01 03:25:00,20.0,0.007765925098473235,0,-0.11,-0.22,-0.11
2014-04-01 03:30:00,20.0,0.0077593452195589,0,-0.11,-0.22,-0.11
2014-04-01 03:35:00,20.0,0.007751793560176745,0,-0.11,-0.22,-0.11
2014-04-01 03:40:00,20.0,0.007725501981220796,0,-0.11,-0.22,-0.11
2014-04-01 03:45:00,20.0,0.007724152282425509,0,-0.11,-0.22,-0.11
2014-04-01 03:50:00,20.0,0.0076997700850129904,0,-0.11,-0.22,-0.11
2014-04-01 03:55:00,20.0,0.00770612608732829,0,-0.11,-0.22,-0.11
2014-04-01 04:00:00,20.0,0.007745228744943322,0,-0.11,-0.22,-0.11
2014-04-01 04:05:00,20.0,0.007671750454921411,0,-0.11,-0.22,-0.11
2014-04-01 04:10:00,20.0,0.0076585835470655015,0,-0.11,-0.22,-0.11
2014-04-01 04:15:00,20.0,0.00763315454168767,0,-0.11,-0.22,-0.11
2014-04-01 04:20:00,20.0,0.007625475076094734,0,-0.11,-0.22,-0.11
2014-04-01 04:25:00,20.0,0.007673940729635066,0,-0.11,-0.22,-0.11
2014-04-01 04:30:00,20.0,0.007600822837059817,0,-0.11,-0.22,-0.11
2014-04-01 04:35:00,20.0,0.007586023084264648,0,-0.11,-0.22,-0.11
2014-04-01 04:40:00,20.0,0.007556372566424774,0,-0.11,-0.22,-0.11
2014-04-01 04:45:00,20.0,0.007577386951684528,0,-0.11,-0.22,-0.11
2014-04-01 04:50:00,20.0,0.0075282177090860705,0,-0.11,-0.22,-0.11
2014-04-01 04:55:00,20.0,0.00752786956314655,0,-0.11,-0.22,-0.11
2014-04-01 05:00:00,20.0,0.00754815072384124,0,-0.11,-0.22,-0.11
2014-04-01 05:05:00,20.0,0.007499284981427545,0,-0.11,-0.22,-0.11
2014-04-01 05:10:00,20.0,0.0074851134190995205,0,-0.11,-0.22,-0.11
2014-04-01 05:15:00,20.0,0.007478798962392784,0,-0.11,-0.22,-0.11
2014-04-01 05:20:00,20.0,0.007466994475194777,0,-0.11,-0.22,-0.11
2014-04-01 05:25:00,20.0,0.007447441418118039,0,-0.11,-0.22,-0.11
2014-04-01 05:30:00,20.0,0.007417484635625916,0,-0.11,-0.22,-0.11
2014-04-01 05:35:00,20.0,0.007399782082644134,0,-0.11,-0.22,-0.11
2014-04-01 05:40:00,20.0,0.007401770403835496,0,-0.11,-0.22,-0.11
2014-04-01 05:45:00,20.0,0.007385992770733263,0,-0.11,-0.22,-0.11
2014-04-01 05:50:00,20.0,0.007369581079421317,0,-0.11,-0.22,-0.11
2014-04-01 05:55:00,20.0,0.0074253750244615,0,-0.11,-0.22,-0.11
2014-04-01 06:00:00,20.0,0.007355937826251212,0,-0.11,-0.22,-0.11
2014-04-01 06:05:00,20.0,0.007323096970846544,0,-0.11,-0.22,-0.11
2014-04-01 06:10:00,20.0,0.007329558072057152,0,-0.11,-0.22,-0.11
2014-04-01 06:15:00,20.0,0.007301041872525338,0,-0.11,-0.22,-0.11
2014-04-01 06:20:00,20.0,0.007313221149171156,0,-0.11,-0.22,-0.11
2014-04-01 06:25:00,20.0,0.0072728825758007765,0,-0.11,-0.22,-0.11
2014-04-01 06:30:00,20.0,0.00725544102739073,0,-0.11,-0.22,-0.11
2014-04-01 06:35:00,20.0,0.0072437588754509785,0,-0.11,-0.22,-0.11
2014-04-01 06:40:00,20.0,0.007256048973322381,0,-0.11,-0.22,-0.11
2014-04-01 06:45:00,20.0,0.007217285707799449,0,-0.11,-0.22,-0.11
2014-04-01 06:50:00,20.0,0.007229264546262381,0,-0.11,-0.22,-0.11
2014-04-01 06:55:00,20.0,0.0072196383924501015,0,-0.11,-0.22,-0.11
2014-04-01 07:00:00,20.0,0.00717633918362337,0,-0.11,-0.22,-0.11
2014-04-01 07:05:00,20.0,0.007159427817815256,0,-0.11,-0.22,-0.11
2014-04-01 07:10:00,20.0,0.007187709924683483,0,-0.11,-0.22,-0.11
2014-04-01 07:15:00,20.0,0.007138498455947828,0,-0.11,-0.22,-0.11
2014-04-01 07:20:00,20.0,0.007114876384501812,0,-0.11,-0.22,-0.11
2014-04-01 07:25:00,20.0,0.00710083062151362,0,-0.11,-0.22,-0.11
2014-04-01 07:30:00,20.0,0.007090739526168844,0,-0.11,-0.22,-0.11
2014-04-01 07:35:00,20.0,0.00712992316801192,0,-0.11,-0.22,-0.11
2014-04-01 07:40:00,20.0,0.007101318470912944,0,-0.11,-0.22,-0.11
2014-04-01 07:45:00,20.0,0.007058032740568931,0,-0.11,-0.22,-0.11
2014-04-01 07:50:00,20.0,0.007034495755275871,0,-0.11,-0.22,-0.11
2014-04-01 07:55:00,20.0,0.007038957459323758,0,-0.11,-0.22,-0.11
2014-04-01 08:00:00,20.0,0.00705987853864798,0,-0.11,-0.22,-0.11
2014-04-01 08:05:00,20.0,0.007005809618427727,0,-0.11,-0.22,-0.11
2014-04-01 08:10:00,20.0,0.0070081043700556105,0,-0.11,-0.22,-0.11
2014-04-01 08:15:00,20.0,0.006985899569491305,0,-0.11,-0.22,-0.11
2014-04-01 08:20:00,20.0,0.00695362830897972,0,-0.11,-0.22,-0.11
2014-04-01 08:25:00,20.0,0.0069718281703884935,0,-0.11,-0.22,-0.11
2014-04-01 08:30:00,20.0,0.006948491881684393,0,-0.11,-0.22,-0.11
2014-04-01 08:35:00,20.0,0.006929135646451756,0,-0.11,-0.22,-0.11
2014-04-01 08:40:00,20.0,0.00690769297814553,0,-0.11,-0.22,-0.11
2014-04-01 08:45:00,20.0,0.006918358863431785,0,-0.11,-0.22,-0.11
2014-04-01 08:50:00,20.0,0.0068772292518090574,0,-0.11,-0.22,-0.11
2014-04-01 08:55:00,20.0,0.00688291450553391,0,-0.11,-0.22,-0.11
2014-04-01 09:00:00,68.0,0.42584905971585263,0,-0.11,-0.22,-0.11
2014-04-01 09:05:00,68.0,0.0638606107903773,0,-0.11,-0.22,-0.11
2014-04-01 09:10:00,68.0,0.0207393698748935,0,-0.11,-0.22,-0.11
2014-04-01 09:15:00,68.0,0.014303904490511662,0,-0.11,-0.22,-0.11
2014-04-01 09:20:00,68.0,0.012315854018127015,0,-0.11,-0.22,-0.11
2014-04-01 09:25:00,68.0,0.011686128312838662,0,-0.11,-0.22,-0.11
2014-04-01 09:30:00,68.0,0.033651272955163965,0,-0.11,-0.22,-0.11
2014-04-01 09:35:00,68.0,0.011834756048987429,0,-0.11,-0.22,-0.11
2014-04-01 09:40:00,68.0,0.01134517785333916,0,-0.11,-0.22,-0.11
2014-04-01 09:45:00,68.0,0.011228154104926448,0,-0.11,-0.22,-0.11
2014-04-01 09:50:00,68.0,0.011168212810158784,0,-0.11,-0.22,-0.11
2014-04-01 09:55:00,68.0,0.011076018008915722,0,-0.11,-0.22,-0.11
2014-04-01 10:00:00,77.6,0.38349396408923664,0,-0.11,-0.22,-0.11
2014-04-01 10:05:00,77.6,0.01656492647856944,0,-0.11,-0.22,-0.11
2014-04-01 10:10:00,77.6,0.005941898415015301,0,-0.11,-0.22,-0.11
2014-04-01 10:15:00,77.6,0.0029242832281541342,0,-0.11,-0.22,-0.11
2014-04-01 10:20:00,77.6,0.0018522522400733488,0,-0.11,-0.22,-0.11
2014-04-01 10:25:00,77.6,0.008718753931050871,0,-0.11,-0.22,-0.11
2014-04-01 10:30:00,77.6,0.0014515023445360042,0,-0.11,-0.22,-0.11
2014-04-01 10:35:00,77.6,0.0015490240611732429,0,-0.11,-0.22,-0.11
2014-04-01 10:40:00,77.6,0.0013153185535911276,0,-0.11,-0.22,-0.11
2014-04-01 10:45:00,77.6,0.0012759462441399028,0,-0.11,-0.22,-0.11
2014-04-01 10:50:00,77.6,0.0012596379089437892,0,-0.11,-0.22,-0.11
2014-04-01 10:55:00,77.6,0.0012516953883388582,0,-0.11,-0.22,-0.11
2014-04-01 11:00:00,79.52,0.0014511660599111909,0,-0.11,-0.22,-0.11
2014-04-01 11:05:00,79.52,0.0014386939054193415,0,-0.11,-0.22,-0.11
2014-04-01 11:10:00,79.52,0.0012452679329003071,0,-0.11,-0.22,-0.11
2014-04-01 11:15:00,79.52,0.0012421469339115587,0,-0.11,-0.22,-0.11
2014-04-01 11:20:00,79.52,0.001234533421536066,0,-0.11,-0.22,-0.11
2014-04-01 11:25:00,79.52,0.001240426475930978,0,-0.11,-0.22,-0.11
2014-04-01 11:30:00,79.52,0.0017819258887439293,0,-0.11,-0.22,-0.11
2014-04-01 11:35:00,79.52,0.0012330785335538663,0,-0.11,-0.22,-0.11
2014-04-01 11:40:00,79.52,0.0012291391288626885,0,-0.11,-0.22,-0.11
2014-04-01 11:45:00,79.52,0.0012258836569483125,0,-0.11,-0.22,-0.11
2014-04-01 11:50:00,79.52,0.0012193010624180767,0,-0.11,-0.22,-0.11
2014-04-01 11:55:00,79.52,0.0012232796261054113,0,-0.11,-0.22,-0.11
2014-04-01 12:00:00,79.904,0.0012139204328802113,0,-0.11,-0.22,-0.11
2014-04-01 12:05:00,79.904,0.0012101833066929801,0,-0.11,-0.22,-0.11
2014-04-01 12:10:00,79.904,0.001211274495334147,0,-0.11,-0.22,-0.11
2014-04-01 12:15:00,79.904,0.0012095272138176738,0,-0.11,-0.22,-0.11
2014-04-01 12:20:00,79.904,0.0012018110035284526,0,-0.11,-0.22,-0.11
2014-04-01 12:25:00,79.904,0.0012003133470978036,0,-0.11,-0.22,-0.11
2014-04-01 12:30:00,79.904,0.0012043276504000169,0,-0.11,-0.22,-0.11
2014-04-01 12:35:00,79.904,0.0012741730607575552,0,-0.11,-0.22,-0.11
2014-04-01 12:40:00,79.904,0.0011932372037998795,0,-0.11,-0.22,-0.11
2014-04-01 12:45:00,79.904,0.0011910125473290625,0,-0.11,-0.22,-0.11
2014-04-01 12:50:00,79.904,0.001185435484141628,0,-0.11,-0.22,-0.11
2014-04-01 12:55:00,79.904,0.0011837240243678382,0,-0.11,-0.22,-0.11
2014-04-01 13:00:00,79.9808,0.0011828423679405842,0,-0.11,-0.22,-0.11
2014-04-01 13:05:00,79.9808,0.0011840313626355625,0,-0.11,-0.22,-0.11
2014-04-01 13:10:00,79.9808,0.001175661437182618,0,-0.11,-0.22,-0.11
2014-04-01 13:15:00,79.9808,0.0012032954670812555,0,-0.11,-0.22,-0.11
2014-04-01 13:20:00,79.9808,0.0011696934948882687,0,-0.11,-0.22,-0.11
2014-04-01 13:25:00,79.9808,0.0011764522596823255,0,-0.11,-0.22,-0.11
2014-04-01 13:30:00,79.9808,0.0011652468507896696,0,-0.11,-0.22,-0.11
2014-04-01 13:35:00,79.9808,0.001170604032529221,0,-0.11,-0.22,-0.11
2014-04-01 13:40:00,79.9808,0.0011622724821986894,0,-0.11,-0.22,-0.11
2014-04-01 13:45:00,79.9808,0.0011558519033995633,0,-0.11,-0.22,-0.11
2014-04-01 13:50:00,79.9808,0.001154269106230732,0,-0.11,-0.22,-0.11
2014-04-01 13:55:00,79.9808,0.001156935197125064,0,-0.11,-0.22,-0.11
2014-04-01 14:00:00,79.99616,0.0011488555193858714,0,-0.11,-0.22,-0.11
2014-04-01 14:05:00,79.99616,0.0011459352338969446,0,-0.11,-0.22,-0.11
2014-04-01 14:10:00,79.99616,0.0011529321651276292,0,-0.11,-0.22,-0.11
2014-04-01 14:15:00,79.99616,0.0011426003607655775,0,-0.11,-0.22,-0.11
2014-04-01 14:20:00,79.99616,0.0011397520935968466,0,-0.11,-0.22,-0.11
2014-04-01 14:25:00,79.99616,0.0011397472291397315,0,-0.11,-0.22,-0.11
2014-04-01 14:30:00,79.99616,0.001135953383906041,0,-0.11,-0.22,-0.11
2014-04-01 14:35:00,79.99616,0.0011302671088496696,0,-0.11,-0.22,-0.11
2014-04-01 14:40:00,79.99616,0.0011275140162221866,0,-0.11,-0.22,-0.11
2014-04-01 14:45:00,79.99616,0.0011284781136305932,0,-0.11,-0.22,-0.11
2014-04-01 14:50:00,79.99616,0.00112567364933025,0,-0.11,-0.22,-0.11
2014-04-01 14:55:00,79.99616,0.0011235090564068464,0,-0.11,-0.22,-0.11
2014-04-01 15:00:00,79.99923199999998,0.001123203519634408,0,-0.11,-0.22,-0.11
2014-04-01 15:05:00,79.99923199999998,0.0011181094291956573,0,-0.11,-0.22,-0.11
2014-04-01 15:10:00,79.99923199999998,0.0011162269846051733,0,-0.11,-0.22,-0.11
2014-04-01 15:15:00,79.99923199999998,0.0011095969449231302,0,-0.11,-0.22,-0.11
2014-04-01 15:20:00,79.99923199999998,0.0011092114924916019,0,-0.11,-0.22,-0.11
2014-04-01 15:25:00,79.99923199999998,0.0011064852924484447,0,-0.11,-0.22,-0.11
2014-04-01 15:30:00,79.99923199999998,0.001109286959977307,0,-0.11,-0.22,-0.11
2014-04-01 15:35:00,79.99923199999998,0.0011002123782521966,0,-0.11,-0.22,-0.11
2014-04-01 15:40:00,79.99923199999998,0.0010977336263837678,0,-0.11,-0.22,-0.11
2014-04-01 15:45:00,79.99923199999998,0.0010982340879927,0,-0.11,-0.22,-0.11
2014-04-01 15:50:00,79.99923199999998,0.0010952249400159042,0,-0.11,-0.22,-0.11
2014-04-01 15:55:00,79.99923199999998,0.0010912980430116679,0,-0.11,-0.22,-0.11
2014-04-01 16:00:00,79.99984640000002,0.0010888263908644946,0,-0.11,-0.22,-0.11
2014-04-01 16:05:00,79.99984640000002,0.0010947521382077552,0,-0.11,-0.22,-0.11
2014-04-01 16:10:00,79.99984640000002,0.0010838358658737943,0,-0.11,-0.22,-0.11
2014-04-01 16:15:00,79.99984640000002,0.001084408082602073,0,-0.11,-0.22,-0.11
2014-04-01 16:20:00,79.99984640000002,0.0010792347656006782,0,-0.11,-0.22,-0.11
2014-04-01 16:25:00,79.99984640000002,0.001074788007391192,0,-0.11,-0.22,-0.11
2014-04-01 16:30:00,79.99984640000002,0.0010792872592633727,0,-0.11,-0.22,-0.11
2014-04-01 16:35:00,79.99984640000002,0.0010728279856450085,0,-0.11,-0.22,-0.11
2014-04-01 16:40:00,79.99984640000002,0.0010706093812732909,0,-0.11,-0.22,-0.11
2014-04-01 16:45:00,79.99984640000002,0.0010678928250147934,0,-0.11,-0.22,-0.11
2014-04-01 16:50:00,79.99984640000002,0.0010653735742035544,0,-0.11,-0.22,-0.11
2014-04-01 16:55:00,79.99984640000002,0.0010604654340606867,0,-0.11,-0.22,-0.11
2014-04-01 17:00:00,79.99996928,0.0010605845521746704,0,-0.11,-0.22,-0.11
2014-04-01 17:05:00,79.99996928,0.0010562735257009237,0,-0.11,-0.22,-0.11
2014-04-01 17:10:00,79.99996928,0.0010559870293320726,0,-0.11,-0.22,-0.11
2014-04-01 17:15:00,79.99996928,0.0010508017104143288,0,-0.11,-0.22,-0.11
2014-04-01 17:20:00,79.99996928,0.001051936324149405,0,-0.11,-0.22,-0.11
2014-04-01 17:25:00,79.99996928,0.0010556438447221208,0,-0.11,-0.22,-0.11
2014-04-01 17:30:00,79.99996928,0.0010442000749681934,0,-0.11,-0.22,-0.11
2014-04-01 17:35:00,79.99996928,0.0010459365132265974,0,-0.11,-0.22,-0.11
2014-04-01 17:40:00,79.99996928,0.0010404394208695655,0,-0.11,-0.22,-0.11
2014-04-01 17:45:00,79.99996928,0.001038359875377426,0,-0.11,-0.22,-0.11
2014-04-01 17:50:00,79.99996928,0.0010396049108249428,0,-0.11,-0.22,-0.11
2014-04-01 17:55:00,79.99996928,0.001034768577514833,0,-0.11,-0.22,-0.11
2014-04-01 18:00:00,31.999993856,0.04089463806950416,0,-0.11,-0.22,-0.11
2014-04-01 18:05:00,31.999993856,0.0019608356167311047,0,-0.11,-0.22,-0.11
2014-04-01 18:10:00,31.999993856,0.001704098002480281,0,-0.11,-0.22,-0.11
2014-04-01 18:15:00,31.999993856,0.0015452306801321258,0,-0.11,-0.22,-0.11
2014-04-01 18:20:00,31.999993856,0.0014838702134629125,0,-0.11,-0.22,-0.11
2014-04-01 18:25:00,31.999993856,0.0013497795648793054,0,-0.11,-0.22,-0.11
2014-04-01 18:30:00,31.999993856,0.0015612576829490132,0,-0.11,-0.22,-0.11
2014-04-01 18:35:00,31.999993856,0.0012467697267713462,0,-0.11,-0.22,-0.11
2014-04-01 18:40:00,31.999993856,0.001195841467420078,0,-0.11,-0.22,-0.11
2014-04-01 18:45:00,31.999993856,0.0011055816302315558,0,-0.11,-0.22,-0.11
2014-04-01 18:50:00,31.999993856,0.0010932880445524427,0,-0.11,-0.22,-0.11
2014-04-01 18:55:00,31.999993856,0.0010900070364147083,0,-0.11,-0.22,-0.11
2014-04-01 19:00:00,22.3999987712,0.0010792914295962297,0,-0.11,-0.22,-0.11
