timestamp,value,anomaly_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2011-07-01 00:15:01,0.405422534525,0.0,0,0.0,0.0,0.0
2011-07-01 01:15:01,0.43396127822700004,1.0,0,0.0,0.0,0.0
2011-07-01 02:15:01,0.389267501625,0.016497363607100003,0,0.0,0.0,0.0
2011-07-01 03:15:01,0.36809850224299995,0.012438913306200002,0,0.0,0.0,0.0
2011-07-01 04:15:01,0.365234426765,0.078982742538,0,0.0,0.0,0.0
2011-07-01 05:15:01,0.3428794869,0.0257885252177,0,0.0,0.0,0.0
2011-07-01 06:15:01,0.32065002098900003,0.0161503918628,0,0.0,0.0,0.0
2011-07-01 07:15:01,0.32899917183899996,0.0960555932355,0,0.0,0.0,0.0
2011-07-01 08:15:01,0.330918820695,0.145662931146,0,0.0,0.0,0.0
2011-07-01 09:15:01,0.39696868382899997,0.809967339041,0,0.0,0.0,0.0
2011-07-01 10:15:01,0.44347161211999997,0.982189318917,0,0.0,0.0,0.0
2011-07-01 11:15:01,0.662412074347,0.999999999999,0,0.0,0.0,0.0
2011-07-01 12:15:01,0.7074603313750001,0.999759867572,0,0.0,0.0,0.0
2011-07-01 13:15:01,0.597161557559,0.930060706066,0,0.0,0.0,0.0
2011-07-01 14:15:01,0.600127175161,0.9110912206299999,0,0.0,0.0,0.0
2011-07-01 15:15:01,0.5348122465240001,0.760464959672,0,0.0,0.0,0.0
2011-07-01 16:15:01,0.46917505741000004,0.556314666266,0,0.0,0.0,0.0
2011-07-01 17:15:01,0.505456517193,0.670374953594,0,0.0,0.0,0.0
2011-07-01 18:15:01,0.4535763584000001,0.492767283147,0,0.0,0.0,0.0
2011-07-01 19:15:01,0.5798271639729999,0.86287528339,0,0.0,0.0,0.0
2011-07-01 20:15:01,0.9290185986239999,0.999979126609,0,0.0,0.0,0.0
2011-07-01 21:15:01,0.481969218049,0.494458364322,0,0.0,0.0,0.0
2011-07-01 22:15:01,1.59456911756,1.0,0,0.0,0.0,0.0
2011-07-01 23:15:01,3.02086765513,1.0,0,0.0,0.0,0.0
2011-07-02 00:15:01,2.8248490146900003,0.999950731286,0,0.0,0.0,0.0
2011-07-02 01:15:01,1.01660459594,0.662718944758,0,0.0,0.0,0.0
2011-07-02 02:15:01,0.550420623732,0.394199941442,0,0.0,0.0,0.0
2011-07-02 03:15:01,0.689861668363,0.477507571409,0,0.0,0.0,0.0
