Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
ARTime,reward_low_FN_rate,realTweets/Twitter_volume_AMZN.csv,0.317486,2.7366282533101085,5,13494,7,1575,15081
ARTime,reward_low_FN_rate,realTweets/Twitter_volume_PFE.csv,0.317486,2.5868270928040173,5,13510,10,1583,15108
ARTime,reward_low_FN_rate,realTweets/Twitter_volume_KO.csv,0.317486,2.2252443725910727,4,13511,3,1583,15101
ARTime,reward_low_FN_rate,realTweets/Twitter_volume_AAPL.csv,0.317486,2.91610174881165,7,13556,8,1581,15152
ARTime,reward_low_FN_rate,realTweets/Twitter_volume_CVS.csv,0.317486,1.8380854899903283,8,13569,8,1518,15103
ARTime,reward_low_FN_rate,realTweets/Twitter_volume_CRM.csv,0.317486,2.1007274110242746,5,13554,5,1588,15152
ARTime,reward_low_FN_rate,realTweets/Twitter_volume_FB.csv,0.317486,1.2142436334445932,3,13496,5,1579,15083
ARTime,reward_low_FN_rate,realTweets/Twitter_volume_GOOG.csv,0.317486,1.4058235968041468,6,13650,10,1426,15092
ARTime,reward_low_FN_rate,realTweets/Twitter_volume_IBM.csv,0.317486,0.7780239854418971,4,13544,9,1586,15143
ARTime,reward_low_FN_rate,realTweets/Twitter_volume_UPS.csv,0.317486,3.213773060391244,10,13521,10,1575,15116
ARTime,reward_low_FN_rate,realKnownCause/ec2_request_latency_system_failure.csv,0.317486,1.3905835377463662,4,3078,4,342,3428
ARTime,reward_low_FN_rate,realKnownCause/rogue_agent_key_hold.csv,0.317486,-2.2808923128553267,1,1403,7,189,1600
ARTime,reward_low_FN_rate,realKnownCause/cpu_utilization_asg_misconfiguration.csv,0.317486,-0.257470331859453,4,15790,11,1495,17300
ARTime,reward_low_FN_rate,realKnownCause/machine_temperature_system_failure.csv,0.317486,2.5563301921824606,9,19667,10,2259,21945
ARTime,reward_low_FN_rate,realKnownCause/rogue_agent_key_updown.csv,0.317486,-4.567650916046798,0,4028,7,530,4565
ARTime,reward_low_FN_rate,realKnownCause/ambient_temperature_system_failure.csv,0.317486,1.6577326504395065,2,5790,1,724,6517
ARTime,reward_low_FN_rate,realKnownCause/nyc_taxi.csv,0.317486,3.775210013719179,7,8532,3,1028,9570
ARTime,reward_low_FN_rate,artificialWithAnomaly/art_increase_spike_density.csv,0.317486,0.846035950698122,2,3025,0,401,3428
ARTime,reward_low_FN_rate,artificialWithAnomaly/art_daily_flatmiddle.csv,0.317486,0.8039739326751801,1,3024,1,402,3428
ARTime,reward_low_FN_rate,artificialWithAnomaly/art_daily_jumpsup.csv,0.317486,0.8589086704377245,1,3025,0,402,3428
ARTime,reward_low_FN_rate,artificialWithAnomaly/art_load_balancer_spikes.csv,0.317486,0.0493832824805146,2,3017,8,401,3428
ARTime,reward_low_FN_rate,artificialWithAnomaly/art_daily_jumpsdown.csv,0.317486,0.9934530536103384,2,3025,0,401,3428
ARTime,reward_low_FN_rate,artificialWithAnomaly/art_daily_nojump.csv,0.317486,-2.11,0,3024,1,403,3428
ARTime,reward_low_FN_rate,realTraffic/speed_7578.csv,0.317486,3.1077313980278403,7,838,4,109,958
ARTime,reward_low_FN_rate,realTraffic/TravelTime_387.csv,0.317486,1.9284703309998337,5,1871,5,244,2125
ARTime,reward_low_FN_rate,realTraffic/speed_t4013.csv,0.317486,1.6144604483793383,4,1870,1,246,2121
ARTime,reward_low_FN_rate,realTraffic/occupancy_t4013.csv,0.317486,1.6144604483793383,2,1874,1,248,2125
ARTime,reward_low_FN_rate,realTraffic/speed_6005.csv,0.317486,0.8393187159363497,1,1886,0,238,2125
ARTime,reward_low_FN_rate,realTraffic/TravelTime_451.csv,0.317486,0.8548083738085046,1,1621,0,216,1838
ARTime,reward_low_FN_rate,realTraffic/occupancy_6005.csv,0.317486,0.3602790466645597,2,1779,5,237,2023
ARTime,reward_low_FN_rate,realAdExchange/exchange-3_cpm_results.csv,0.317486,0.6422052124689215,1,1153,2,152,1308
ARTime,reward_low_FN_rate,realAdExchange/exchange-2_cpc_results.csv,0.317486,0.5319830425923286,1,1215,3,162,1381
ARTime,reward_low_FN_rate,realAdExchange/exchange-4_cpm_results.csv,0.317486,0.2574684165754575,3,1230,3,161,1397
ARTime,reward_low_FN_rate,realAdExchange/exchange-4_cpc_results.csv,0.317486,2.046652209252552,3,1229,3,162,1397
ARTime,reward_low_FN_rate,realAdExchange/exchange-3_cpc_results.csv,0.317486,2.7007622427413946,3,1155,0,150,1308
ARTime,reward_low_FN_rate,realAdExchange/exchange-2_cpm_results.csv,0.317486,-1.144651355761883,2,1219,0,160,1381
ARTime,reward_low_FN_rate,artificialNoAnomaly/art_daily_small_noise.csv,0.317486,0.0,0,3428,0,0,3428
